,SVFNR,HEINUM,POSTNR,HEITI_NF,HEITI_TGF,HUSNR,NAKV_XY,HNIT,N_HNIT_WGS84,E_HNIT_WGS84,HUSMERKING,municipality,houses
61259,0,1012588,109.0,Ljárskógar,Ljárskógum,29.0,,POINT (361471 403032),64.10224267,-21.84230681,29,Reykjavík,"Ljárskógar 29, 109"
61247,0,1012563,109.0,Ljárskógar,Ljárskógum,3.0,,POINT (361737 403179),64.10366707,-21.83699167,3,Reykjavík,"Ljárskógar 3, 109"
31877,0,1012564,109.0,Ljárskógar,Ljárskógum,4.0,,POINT (361666 403268),64.10443602,-21.83852849,4,Reykjavík,"Ljárskógar 4, 109"
61248,0,1012565,109.0,Ljárskógar,Ljárskógum,5.0,,POINT (361714 403158),64.10346963,-21.83744364,5,Reykjavík,"Ljárskógar 5, 109"
31878,0,1012566,109.0,Ljárskógar,Ljárskógum,6.0,,POINT (361646 403244),64.1042129,-21.83891623,6,Reykjavík,"Ljárskógar 6, 109"
61249,0,1012567,109.0,Ljárskógar,Ljárskógum,7.0,,POINT (361686 403188),64.10372719,-21.83804501,7,Reykjavík,"Ljárskógar 7, 109"
31879,0,1012568,109.0,Ljárskógar,Ljárskógum,8.0,,POINT (361662 403214),64.10395051,-21.83856074,8,Reykjavík,"Ljárskógar 8, 109"
61250,0,1012569,109.0,Ljárskógar,Ljárskógum,9.0,,POINT (361667 403177),64.10362097,-21.83842422,9,Reykjavík,"Ljárskógar 9, 109"
31890,0,1012589,108.0,Ljósaland,Ljósalandi,1.0,,POINT (360635.370454546 404964.168181818),64.11921855,-21.86122181,1,Reykjavík,"Ljósaland 1, 108"
61393,0,1012598,108.0,Ljósaland,Ljósalandi,10.0,,POINT (360682.113636364 404903.538636364),64.11869422,-21.86020718,10,Reykjavík,"Ljósaland 10, 108"
31895,0,1012599,108.0,Ljósaland,Ljósalandi,11.0,,POINT (360737.370454545 404931.854545455),64.11897037,-21.85910057,11,Reykjavík,"Ljósaland 11, 108"
61394,0,1012600,108.0,Ljósaland,Ljósalandi,12.0,,POINT (360697.113636364 404897.538636364),64.11864655,-21.85989408,12,Reykjavík,"Ljósaland 12, 108"
31896,0,1012601,108.0,Ljósaland,Ljósalandi,13.0,,POINT (360747 404931),64.11896662,-21.85890235,13,Reykjavík,"Ljósaland 13, 108"
61395,0,1012602,108.0,Ljósaland,Ljósalandi,14.0,,POINT (360716.629545455 404884.484090909),64.11853748,-21.85948185,14,Reykjavík,"Ljósaland 14, 108"
31897,0,1012603,108.0,Ljósaland,Ljósalandi,15.0,,POINT (360756 404928),64.11894339,-21.85871505,15,Reykjavík,"Ljósaland 15, 108"
61396,0,1012604,108.0,Ljósaland,Ljósalandi,16.0,,POINT (360732 404881),64.1185125,-21.85916349,16,Reykjavík,"Ljósaland 16, 108"
31898,0,1012605,108.0,Ljósaland,Ljósalandi,17.0,,POINT (360764 404923.572727273),64.11890696,-21.85854692,17,Reykjavík,"Ljósaland 17, 108"
61397,0,1012606,108.0,Ljósaland,Ljósalandi,18.0,,POINT (360749 404875),64.11846562,-21.85880939,18,Reykjavík,"Ljósaland 18, 108"
31899,0,1012607,108.0,Ljósaland,Ljósalandi,19.0,,POINT (360777.686363636 404912.538636364),64.11881363,-21.85825609,19,Reykjavík,"Ljósaland 19, 108"
61260,0,1012590,108.0,Ljósaland,Ljósalandi,2.0,,POINT (360611.629545455 404916.225),64.1187793,-21.86166403,2,Reykjavík,"Ljósaland 2, 108"
61398,0,1012608,108.0,Ljósaland,Ljósalandi,20.0,,POINT (360769.572727273 404877.911363636),64.11850005,-21.85839031,20,Reykjavík,"Ljósaland 20, 108"
31900,0,1012609,108.0,Ljósaland,Ljósalandi,21.0,,POINT (360786.538636364 404910.740909091),64.11880111,-21.85807293,21,Reykjavík,"Ljósaland 21, 108"
61399,0,1012610,108.0,Ljósaland,Ljósalandi,22.0,,POINT (360783 404876),64.11848837,-21.85811325,22,Reykjavík,"Ljósaland 22, 108"
32068,0,1012611,108.0,Ljósaland,Ljósalandi,23.0,,POINT (360794 404909),64.11878854,-21.85791834,23,Reykjavík,"Ljósaland 23, 108"
32069,0,1012612,108.0,Ljósaland,Ljósalandi,24.0,,POINT (360793 404873.202272727),64.11846735,-21.85790564,24,Reykjavík,"Ljósaland 24, 108"
32070,0,1012613,108.0,Ljósaland,Ljósalandi,25.0,,POINT (360804.740909091 404906.572727273),64.11877114,-21.85769587,25,Reykjavík,"Ljósaland 25, 108"
31891,0,1012591,108.0,Ljósaland,Ljósalandi,3.0,,POINT (360644.370454545 404962.168181818),64.11920428,-21.86103543,3,Reykjavík,"Ljósaland 3, 108"
61261,0,1012592,108.0,Ljósaland,Ljósalandi,4.0,,POINT (360627.370454545 404910.854545455),64.11873757,-21.86133632,4,Reykjavík,"Ljósaland 4, 108"
31892,0,1012593,108.0,Ljósaland,Ljósalandi,5.0,,POINT (360652.629545455 404959.113636364),64.11918026,-21.86086326,5,Reykjavík,"Ljósaland 5, 108"
61262,0,1012594,108.0,Ljósaland,Ljósalandi,6.0,,POINT (360642.427272727 404907),64.11870914,-21.86102404,6,Reykjavík,"Ljósaland 6, 108"
31893,0,1012595,108.0,Ljósaland,Ljósalandi,7.0,,POINT (360661 404957),64.11916472,-21.86068968,7,Reykjavík,"Ljósaland 7, 108"
61263,0,1012596,108.0,Ljósaland,Ljósalandi,8.0,,POINT (360667 404908.281818182),64.1187306,-21.86052144,8,Reykjavík,"Ljósaland 8, 108"
31894,0,1012597,108.0,Ljósaland,Ljósalandi,9.0,,POINT (360727.370454546 404934.854545455),64.1189932,-21.85930838,9,Reykjavík,"Ljósaland 9, 108"
18106,0,1105148,112.0,Ljósavík,Ljósuvík,1.0,,POINT (364713 408518),64.1526964,-21.780823,1,Reykjavík,"Ljósavík 1, 112"
56121,0,1102518,112.0,Ljósavík,Ljósuvík,10.0,,POINT (364619 408546),64.15291023,-21.782778,10,Reykjavík,"Ljósavík 10, 112"
18109,0,1105153,112.0,Ljósavík,Ljósuvík,11.0,,POINT (364781 408497),64.15253503,-21.7794081,11,Reykjavík,"Ljósavík 11, 112"
30132,0,1102519,112.0,Ljósavík,Ljósuvík,12.0,,POINT (364604 408547),64.15291327,-21.78308683,12,Reykjavík,"Ljósavík 12, 112"
13286,0,1104067,112.0,Ljósavík,Ljósuvík,13.0,,POINT (364697 408483),64.15237644,-21.78111983,13,Reykjavík,"Ljósavík 13, 112"
56600,0,1102520,112.0,Ljósavík,Ljósuvík,14.0,,POINT (364587 408547),64.15290656,-21.78343582,14,Reykjavík,"Ljósavík 14, 112"
73577,0,1104068,112.0,Ljósavík,Ljósuvík,15.0,,POINT (364710 408478),64.15233676,-21.78084845,15,Reykjavík,"Ljósavík 15, 112"
73578,0,1104070,112.0,Ljósavík,Ljósuvík,17.0,,POINT (364725 408473),64.15229787,-21.78053601,17,Reykjavík,"Ljósavík 17, 112"
13287,0,1104069,112.0,Ljósavík,Ljósuvík,19.0,,POINT (364738 408469),64.15226715,-21.78026552,19,Reykjavík,"Ljósavík 19, 112"
18412,0,1105693,112.0,Ljósavík,Ljósuvík,2.0,,POINT (364677 408526),64.15275389,-21.78156926,2,Reykjavík,"Ljósavík 2, 112"
16994,0,1096134,112.0,Ljósavík,Ljósuvík,20.0,,POINT (364583 408509),64.15256445,-21.78348356,20,Reykjavík,"Ljósavík 20, 112"
36832,0,1096584,112.0,Ljósavík,Ljósuvík,21.0,,POINT (364724 408437),64.15197487,-21.78052401,21,Reykjavík,"Ljósavík 21, 112"
16995,0,1096135,112.0,Ljósavík,Ljósuvík,22.0,,POINT (364600 408506),64.15254427,-21.78313187,22,Reykjavík,"Ljósavík 22, 112"
69808,0,1096585,112.0,Ljósavík,Ljósuvík,23.0,,POINT (364722 408429),64.15190239,-21.78055784,23,Reykjavík,"Ljósavík 23, 112"
29463,0,1097925,112.0,Ljósavík,Ljósuvík,24.0,,POINT (364583 408469),64.15220599,-21.78344738,24,Reykjavík,"Ljósavík 24, 112"
36833,0,1096586,112.0,Ljósavík,Ljósuvík,25.0,,POINT (364721 408422),64.15183927,-21.78057204,25,Reykjavík,"Ljósavík 25, 112"
14626,0,1095130,112.0,Ljósavík,Ljósuvík,27.0,,POINT (364704 408392),64.15156372,-21.7808939,27,Reykjavík,"Ljósavík 27, 112"
18107,0,1105149,112.0,Ljósavík,Ljósuvík,3.0,,POINT (364726 408514),64.15266568,-21.78055252,3,Reykjavík,"Ljósavík 3, 112"
14462,0,1095121,112.0,Ljósavík,Ljósuvík,30.0,,POINT (364588.738636364 408429.325),64.15185272,-21.7832937,30,Reykjavík,"Ljósavík 30, 112"
82561,0,1099472,112.0,Ljósavík,Ljósuvík,32.0,,POINT (364626 408449),64.15204374,-21.78254659,32,Reykjavík,"Ljósavík 32, 112"
65730,0,1138649,112.0,Ljósavík,Ljósuvík,34.0,,POINT (364630 408458),64.15212597,-21.78247262,34,Reykjavík,"Ljósavík 34, 112"
35663,0,1098713,112.0,Ljósavík,Ljósuvík,38.0,,POINT (364628 408501),64.15251052,-21.78255255,38,Reykjavík,"Ljósavík 38, 112"
18411,0,1105692,112.0,Ljósavík,Ljósuvík,4.0,,POINT (364664 408531),64.15279357,-21.78184065,4,Reykjavík,"Ljósavík 4, 112"
71667,0,1098714,112.0,Ljósavík,Ljósuvík,40.0,,POINT (364642 408496),64.15247124,-21.78226064,40,Reykjavík,"Ljósavík 40, 112"
35664,0,1098715,112.0,Ljósavík,Ljósuvík,42.0,,POINT (364657 408491),64.15243235,-21.78194819,42,Reykjavík,"Ljósavík 42, 112"
71668,0,1098716,112.0,Ljósavík,Ljósuvík,44.0,,POINT (364668 408485),64.15238292,-21.78171696,44,Reykjavík,"Ljósavík 44, 112"
35235,0,1098476,112.0,Ljósavík,Ljósuvík,46.0,,POINT (364658 408456),64.1521191,-21.78189603,46,Reykjavík,"Ljósavík 46, 112"
35236,0,1098477,112.0,Ljósavík,Ljósuvík,48.0,,POINT (364655 408448),64.15204622,-21.78195038,48,Reykjavík,"Ljósavík 48, 112"
75662,0,1105150,112.0,Ljósavík,Ljósuvík,5.0,,POINT (364740 408510),64.15263536,-21.78026151,5,Reykjavík,"Ljósavík 5, 112"
31137,0,1097241,112.0,Ljósavík,Ljósuvík,52.0,,POINT (364620 408420),64.15178149,-21.78264354,52A,Reykjavík,"Ljósavík 52, 112"
14625,0,1095129,112.0,Ljósavík,Ljósuvík,54.0,,POINT (364674 408400),64.15162358,-21.78151696,54,Reykjavík,"Ljósavík 54, 112"
14723,0,1104445,112.0,Ljósavík,Ljósuvík,56.0,,POINT (364695 408431),64.15190966,-21.7811139,56,Reykjavík,"Ljósavík 56, 112"
59419,0,1104446,112.0,Ljósavík,Ljósuvík,58.0,,POINT (364697 408439),64.15198214,-21.78108007,58,Reykjavík,"Ljósavík 58, 112"
75498,0,1105694,112.0,Ljósavík,Ljósuvík,6.0,,POINT (364652.463636364 408533.536363636),64.15281174,-21.78207977,6,Reykjavík,"Ljósavík 6, 112"
18108,0,1105151,112.0,Ljósavík,Ljósuvík,7.0,,POINT (364755 408505),64.15259647,-21.77994906,7,Reykjavík,"Ljósavík 7, 112"
18413,0,1105695,112.0,Ljósavík,Ljósuvík,8.0,,POINT (364639.447727273 408536.045454545),64.15282909,-21.78234923,8,Reykjavík,"Ljósavík 8, 112"
75663,0,1105152,112.0,Ljósavík,Ljósuvík,9.0,,POINT (364769 408501),64.15256614,-21.77965805,9,Reykjavík,"Ljósavík 9, 112"
32071,0,1012617,104.0,Ljósheimar,Ljósheimum,1.0,,POINT (360550.911363636 406626.459090909),64.13407972,-21.86449876,1,Reykjavík,"Ljósheimar 1, 104"
93322,0,1135548,104.0,Ljósheimar,Ljósheimum,10.0,,POINT (360550.725 406510.813636364),64.13304337,-21.86439502,10,Reykjavík,"Ljósheimar 10, 104"
32079,0,1012625,104.0,Ljósheimar,Ljósheimum,11.0,,POINT (360621 406591),64.13379045,-21.86302803,11,Reykjavík,"Ljósheimar 11, 104"
93486,0,1135549,104.0,Ljósheimar,Ljósheimum,12.0,,POINT (360542.456818182 406493.070454545),64.13288102,-21.86454812,12,Reykjavík,"Ljósheimar 12, 104"
32082,0,1012628,104.0,Ljósheimar,Ljósheimum,13.0,,POINT (360678 406509),64.1330788,-21.86178258,13,Reykjavík,"Ljósheimar 13, 104"
32083,0,1012629,104.0,Ljósheimar,Ljósheimum,17.0,,POINT (360625 406508),64.13304833,-21.86286882,17A,Reykjavík,"Ljósheimar 17, 104"
32072,0,1012618,104.0,Ljósheimar,Ljósheimum,2.0,,POINT (360517.002272727 406587.547727273),64.13371726,-21.86515815,2,Reykjavík,"Ljósheimar 2, 104"
32080,0,1012626,104.0,Ljósheimar,Ljósheimum,20.0,,POINT (360640.768181818 406414.922727273),64.13222068,-21.86245887,20,Reykjavík,"Ljósheimar 20, 104"
32081,0,1012627,104.0,Ljósheimar,Ljósheimum,22.0,,POINT (360627.327272727 406387.554545455),64.13196998,-21.86270913,22,Reykjavík,"Ljósheimar 22, 104"
32073,0,1012619,104.0,Ljósheimar,Ljósheimum,3.0,,POINT (360559.636363636 406616.911363636),64.13399771,-21.8643109,3,Reykjavík,"Ljósheimar 3, 104"
32074,0,1012620,104.0,Ljósheimar,Ljósheimum,4.0,,POINT (360507.706818182 406568.202272727),64.13354014,-21.86533083,4,Reykjavík,"Ljósheimar 4, 104"
32075,0,1012621,104.0,Ljósheimar,Ljósheimum,5.0,,POINT (360565.725 406606.184090909),64.13390406,-21.86417602,5,Reykjavík,"Ljósheimar 5, 104"
32076,0,1012622,104.0,Ljósheimar,Ljósheimum,6.0,,POINT (360500.925 406552.629545455),64.13339784,-21.86545546,6,Reykjavík,"Ljósheimar 6, 104"
32077,0,1012623,104.0,Ljósheimar,Ljósheimum,7.0,,POINT (360575.363636364 406597.184090909),64.13382733,-21.86396993,7,Reykjavík,"Ljósheimar 7, 104"
65731,0,1012638,104.0,Ljósheimar,Ljósheimum,8.0,,POINT (360545.684090909 406512.427272727),64.13305578,-21.86449992,8,Reykjavík,"Ljósheimar 8, 104"
32078,0,1012624,104.0,Ljósheimar,Ljósheimum,9.0,,POINT (360599 406621),64.13405034,-21.86350722,9,Reykjavík,"Ljósheimar 9, 104"
61571,0,1012654,101.0,Ljósvallagata,Ljósvallagötu,1.0,,POINT (356502 408042),64.14509439,-21.94890618,1a,Reykjavík,"Ljósvallagata 1, 101"
61565,0,1012642,101.0,Ljósvallagata,Ljósvallagötu,10.0,,POINT (356482.265909091 408059.202272727),64.14524027,-21.94932761,10,Reykjavík,"Ljósvallagata 10, 101"
95585,0,1012643,101.0,Ljósvallagata,Ljósvallagötu,12.0,,POINT (356476.531818182 408049.606818182),64.1451519,-21.94943608,12,Reykjavík,"Ljósvallagata 12, 101"
61566,0,1012644,101.0,Ljósvallagata,Ljósvallagötu,14.0,,POINT (356471.329545455 408040.606818182),64.14506908,-21.94953421,14,Reykjavík,"Ljósvallagata 14, 101"
32085,0,1012645,101.0,Ljósvallagata,Ljósvallagötu,16.0,,POINT (356466.595454545 408032.606818182),64.14499542,-21.94962369,16,Reykjavík,"Ljósvallagata 16, 101"
61567,0,1012646,101.0,Ljósvallagata,Ljósvallagötu,18.0,,POINT (356461.329545455 408023.670454545),64.14491314,-21.94972319,18,Reykjavík,"Ljósvallagata 18, 101"
32086,0,1012647,101.0,Ljósvallagata,Ljósvallagötu,20.0,,POINT (356456.127272727 408015.138636364),64.14483452,-21.94982176,20,Reykjavík,"Ljósvallagata 20, 101"
61568,0,1012648,101.0,Ljósvallagata,Ljósvallagötu,22.0,,POINT (356451.127272727 408007.202272727),64.14476131,-21.94991676,22,Reykjavík,"Ljósvallagata 22, 101"
32087,0,1012649,101.0,Ljósvallagata,Ljósvallagötu,24.0,,POINT (356447.329545455 407999.202272727),64.14468804,-21.94998702,24,Reykjavík,"Ljósvallagata 24, 101"
61569,0,1012650,101.0,Ljósvallagata,Ljósvallagötu,26.0,,POINT (356442.861363636 407991.670454545),64.14461869,-21.95007149,26,Reykjavík,"Ljósvallagata 26, 101"
32088,0,1012651,101.0,Ljósvallagata,Ljósvallagötu,28.0,,POINT (356439.531818182 407985.468181818),64.14456172,-21.95013387,28,Reykjavík,"Ljósvallagata 28, 101"
61570,0,1012652,101.0,Ljósvallagata,Ljósvallagötu,30.0,,POINT (356433.456818182 407976.202272727),64.14447615,-21.95024965,30,Reykjavík,"Ljósvallagata 30, 101"
32089,0,1012653,101.0,Ljósvallagata,Ljósvallagötu,32.0,,POINT (356422.584090909 407961.670454545),64.14434139,-21.95045883,32,Reykjavík,"Ljósvallagata 32, 101"
32084,0,1012641,101.0,Ljósvallagata,Ljósvallagötu,8.0,,POINT (356490 408072.745454545),64.14536486,-21.94918188,8,Reykjavík,"Ljósvallagata 8, 101"
49464,0,1134839,113.0,Lofnarbrunnur,Lofnarbrunni,1.0,10.0,POINT (366645.904545455 406304.856818182),64.1336201,-21.7391724,1,Reykjavík,"Lofnarbrunnur 1, 113"
111967,0,1201759,113.0,Lofnarbrunnur,Lofnarbrunni,10.0,,POINT (366447 406300),64.13349924,-21.74324856,10,Reykjavík,"Lofnarbrunnur 10, 113"
118287,0,1201760,113.0,Lofnarbrunnur,Lofnarbrunni,12.0,,POINT (366461 406299),64.13349572,-21.74296047,12,Reykjavík,"Lofnarbrunnur 12, 113"
25986,0,1120195,113.0,Lofnarbrunnur,Lofnarbrunni,14.0,,POINT (366485.370454546 406301.586363636),64.13352838,-21.74246282,14,Reykjavík,"Lofnarbrunnur 14, 113"
57525,0,1120196,113.0,Lofnarbrunnur,Lofnarbrunni,16.0,,POINT (366528.156818182 406298.745454545),64.13351956,-21.74158253,16,Reykjavík,"Lofnarbrunnur 16, 113"
54726,0,1130767,113.0,Lofnarbrunnur,Lofnarbrunni,18.0,5.0,POINT (366546 406296),64.1335019,-21.74121404,18,Reykjavík,"Lofnarbrunnur 18, 113"
5780,0,1132724,113.0,Lofnarbrunnur,Lofnarbrunni,2.0,,POINT (366394.853407391 406328.820203144),64.13373721,-21.74434402,2,Reykjavík,"Lofnarbrunnur 2, 113"
89890,0,1130768,113.0,Lofnarbrunnur,Lofnarbrunni,20.0,5.0,POINT (366554 406295),64.13349605,-21.74104903,20,Reykjavík,"Lofnarbrunnur 20, 113"
5781,0,1140613,113.0,Lofnarbrunnur,Lofnarbrunni,22.0,,POINT (366566.970454545 406294.679545455),64.13349822,-21.74078266,22,Reykjavík,"Lofnarbrunnur 22, 113"
73127,0,1140614,113.0,Lofnarbrunnur,Lofnarbrunni,24.0,,POINT (366574.595454546 406293.256818182),64.13348843,-21.74062497,24,Reykjavík,"Lofnarbrunnur 24, 113"
5782,0,1140615,113.0,Lofnarbrunnur,Lofnarbrunni,26.0,,POINT (366583.552272727 406291.831818182),64.13347914,-21.74043995,26,Reykjavík,"Lofnarbrunnur 26, 113"
5783,0,1140616,113.0,Lofnarbrunnur,Lofnarbrunni,28.0,,POINT (366594.277272727 406290.402272727),64.1334705,-21.74021866,28,Reykjavík,"Lofnarbrunnur 28, 113"
49463,0,1134840,113.0,Lofnarbrunnur,Lofnarbrunni,3.0,10.0,POINT (366652.106818182 406312.240909091),64.13368868,-21.73905172,3,Reykjavík,"Lofnarbrunnur 3, 113"
89369,0,1120199,113.0,Lofnarbrunnur,Lofnarbrunni,30.0,10.0,POINT (366619.322727273 406286.25),64.13344303,-21.73970117,30,Reykjavík,"Lofnarbrunnur 30, 113"
89370,0,1127160,113.0,Lofnarbrunnur,Lofnarbrunni,32.0,10.0,POINT (366634.922727273 406282.034090909),64.13341131,-21.73937739,32,Reykjavík,"Lofnarbrunnur 32, 113"
52363,0,1127161,113.0,Lofnarbrunnur,Lofnarbrunni,34.0,10.0,POINT (366643.356818182 406279.925),64.13339568,-21.73920249,34,Reykjavík,"Lofnarbrunnur 34, 113"
89371,0,1132979,113.0,Lofnarbrunnur,Lofnarbrunni,36.0,10.0,POINT (366657.270454545 406276.129545455),64.13336708,-21.73891368,36,Reykjavík,"Lofnarbrunnur 36, 113"
52359,0,1132980,113.0,Lofnarbrunnur,Lofnarbrunni,38.0,10.0,POINT (366665.281818182 406273.6),64.13334752,-21.73874708,38,Reykjavík,"Lofnarbrunnur 38, 113"
73126,0,1132725,113.0,Lofnarbrunnur,Lofnarbrunni,4.0,,POINT (366403.853407391 406319.820203144),64.13366006,-21.74415137,4,Reykjavík,"Lofnarbrunnur 4, 113"
52362,0,1131933,113.0,Lofnarbrunnur,Lofnarbrunni,40.0,10.0,POINT (366677.929545455 406270.227272727),64.13332221,-21.73848461,40,Reykjavík,"Lofnarbrunnur 40, 113"
52361,0,1131934,113.0,Lofnarbrunnur,Lofnarbrunni,42.0,10.0,POINT (366686.784090909 406267.697727273),64.13330298,-21.73830071,42,Reykjavík,"Lofnarbrunnur 42, 113"
52358,0,1127167,113.0,Lofnarbrunnur,Lofnarbrunni,44.0,10.0,POINT (366699.434090909 406263.479545455),64.13327009,-21.73803745,44,Reykjavík,"Lofnarbrunnur 44, 113"
52360,0,1127168,113.0,Lofnarbrunnur,Lofnarbrunni,46.0,10.0,POINT (366712.084090909 406262.638636364),64.13326747,-21.7377772,46,Reykjavík,"Lofnarbrunnur 46, 113"
49462,0,1134841,113.0,Lofnarbrunnur,Lofnarbrunni,5.0,10.0,POINT (366663.627272727 406321.693181818),64.13377787,-21.73882379,5,Reykjavík,"Lofnarbrunnur 5, 113"
93319,0,1139998,113.0,Lofnarbrunnur,Lofnarbrunni,6.0,,POINT (366418.875 406309.643181818),64.13357471,-21.74383413,6,Reykjavík,"Lofnarbrunnur 6, 113"
88075,0,1134842,113.0,Lofnarbrunnur,Lofnarbrunni,7.0,10.0,POINT (366673.372727273 406318.147727273),64.13374988,-21.73862071,7,Reykjavík,"Lofnarbrunnur 7, 113"
93320,0,1139999,113.0,Lofnarbrunnur,Lofnarbrunni,8.0,,POINT (366429.763636364 406304.602272727),64.13353377,-21.74360626,8,Reykjavík,"Lofnarbrunnur 8, 113"
32090,0,1012656,112.0,Logafold,Logafold,1.0,,POINT (363987 406488),64.13421791,-21.79388363,1,Reykjavík,"Logafold 1, 112"
62949,0,1012744,112.0,Logafold,Logafold,100.0,,POINT (364215 406337),64.13295504,-21.78906954,100,Reykjavík,"Logafold 100, 112"
25552,0,1012745,112.0,Logafold,Logafold,101.0,,POINT (364198.625 406501),64.13441821,-21.789554,101,Reykjavík,"Logafold 101, 112"
25553,0,1012746,112.0,Logafold,Logafold,102.0,,POINT (364185 406352),64.13307759,-21.78969854,102,Reykjavík,"Logafold 102, 112"
78948,0,1012747,112.0,Logafold,Logafold,103.0,,POINT (364193.188636364 406487),64.1342906,-21.78965284,103,Reykjavík,"Logafold 103, 112"
25554,0,1012748,112.0,Logafold,Logafold,104.0,,POINT (364161 406362),64.1331577,-21.79019993,104,Reykjavík,"Logafold 104, 112"
25555,0,1012750,112.0,Logafold,Logafold,105.0,,POINT (364180.186363636 406462.438636364),64.13406535,-21.78989733,105A,Reykjavík,"Logafold 105, 112"
75786,0,1090310,112.0,Logafold,Logafold,106.0,,POINT (364299 406381),64.13338255,-21.78738621,106A,Reykjavík,"Logafold 106, 112"
25556,0,1012752,112.0,Logafold,Logafold,107.0,,POINT (364173 406452),64.13396896,-21.7900353,107,Reykjavík,"Logafold 107, 112"
79085,0,1012753,112.0,Logafold,Logafold,108.0,,POINT (364219 406430),64.13379002,-21.78907171,108,Reykjavík,"Logafold 108, 112"
25557,0,1012754,112.0,Logafold,Logafold,109.0,,POINT (364163 406433),64.13379474,-21.79022323,109,Reykjavík,"Logafold 109, 112"
79086,0,1012755,112.0,Logafold,Logafold,110.0,,POINT (364254 406432),64.13382179,-21.78835552,110,Reykjavík,"Logafold 110, 112"
25558,0,1012756,112.0,Logafold,Logafold,111.0,,POINT (364155 406421),64.13368404,-21.79037647,111,Reykjavík,"Logafold 111, 112"
79087,0,1012757,112.0,Logafold,Logafold,112.0,,POINT (364257 406465),64.13411869,-21.78832385,112,Reykjavík,"Logafold 112, 112"
109271,0,1012758,112.0,Logafold,Logafold,113.0,,POINT (364149 406410),64.13358309,-21.79048959,113,Reykjavík,"Logafold 113, 112"
79088,0,1012759,112.0,Logafold,Logafold,114.0,,POINT (364231 406468),64.13413529,-21.78885995,114,Reykjavík,"Logafold 114, 112"
25559,0,1012760,112.0,Logafold,Logafold,115.0,,POINT (364115 406420),64.13365924,-21.79119613,115,Reykjavík,"Logafold 115, 112"
79089,0,1012761,112.0,Logafold,Logafold,116.0,,POINT (364234 406494),64.13436947,-21.78882195,116,Reykjavík,"Logafold 116, 112"
25560,0,1012762,112.0,Logafold,Logafold,117.0,,POINT (364123 406433),64.13377891,-21.7910438,117,Reykjavík,"Logafold 117, 112"
25561,0,1012763,112.0,Logafold,Logafold,118.0,,POINT (364260 406489),64.13433495,-21.78828404,118,Reykjavík,"Logafold 118, 112"
79090,0,1012764,112.0,Logafold,Logafold,119.0,,POINT (364129 406445),64.13388882,-21.79093159,119,Reykjavík,"Logafold 119, 112"
25562,0,1012765,112.0,Logafold,Logafold,120.0,,POINT (364270 406525),64.13466151,-21.78811149,120,Reykjavík,"Logafold 120, 112"
79091,0,1012766,112.0,Logafold,Logafold,121.0,,POINT (364140 406463),64.13405448,-21.79072224,121,Reykjavík,"Logafold 121, 112"
25563,0,1012767,112.0,Logafold,Logafold,122.0,,POINT (364238 406531),64.13470262,-21.7887734,122,Reykjavík,"Logafold 122, 112"
79092,0,1012768,112.0,Logafold,Logafold,123.0,,POINT (364149.586363636 406478.381818182),64.13419611,-21.79053952,123,Reykjavík,"Logafold 123, 112"
25564,0,1012769,112.0,Logafold,Logafold,124.0,,POINT (364228 406556),64.1349227,-21.78900119,124,Reykjavík,"Logafold 124, 112"
