,SVFNR,HEINUM,POSTNR,HEITI_NF,HEITI_TGF,HUSNR,NAKV_XY,HNIT,N_HNIT_WGS84,E_HNIT_WGS84,HUSMERKING,municipality,houses
31453,0,1012350,112.0,Leiðhamrar,Leiðhömrum,11.0,,POINT (362854 407274),64.14081046,-21.81784544,11,Reykjavík,"Leiðhamrar 11, 112"
60709,0,1012351,112.0,Leiðhamrar,Leiðhömrum,12.0,,POINT (362874 407356),64.14155327,-21.81751009,12,Reykjavík,"Leiðhamrar 12, 112"
31454,0,1012352,112.0,Leiðhamrar,Leiðhömrum,13.0,,POINT (362842 407279),64.14085047,-21.81809624,13,Reykjavík,"Leiðhamrar 13, 112"
60710,0,1012353,112.0,Leiðhamrar,Leiðhömrum,14.0,,POINT (362842 407356),64.14154048,-21.81816672,14,Reykjavík,"Leiðhamrar 14, 112"
31455,0,1012354,112.0,Leiðhamrar,Leiðhömrum,15.0,,POINT (362824 407295),64.14098666,-21.81848023,15,Reykjavík,"Leiðhamrar 15, 112"
60711,0,1012355,112.0,Leiðhamrar,Leiðhömrum,16.0,,POINT (362845 407368),64.14164921,-21.81811615,16,Reykjavík,"Leiðhamrar 16, 112"
31456,0,1012356,112.0,Leiðhamrar,Leiðhömrum,17.0,,POINT (362843 407322),64.1412362,-21.81811508,17,Reykjavík,"Leiðhamrar 17, 112"
60712,0,1012357,112.0,Leiðhamrar,Leiðhömrum,18.0,,POINT (362850 407388),64.14183043,-21.81803186,18,Reykjavík,"Leiðhamrar 18, 112"
31457,0,1012358,112.0,Leiðhamrar,Leiðhömrum,19.0,,POINT (362829 407327),64.14127541,-21.81840693,19,Reykjavík,"Leiðhamrar 19, 112"
60704,0,1012341,112.0,Leiðhamrar,Leiðhömrum,2.0,,POINT (362965 407269),64.14081001,-21.81556324,2,Reykjavík,"Leiðhamrar 2, 112"
60713,0,1012359,112.0,Leiðhamrar,Leiðhömrum,20.0,,POINT (362854 407401),64.14194853,-21.81796168,20,Reykjavík,"Leiðhamrar 20, 112"
31458,0,1012360,112.0,Leiðhamrar,Leiðhömrum,21.0,,POINT (362809 407331),64.14130326,-21.81882098,21,Reykjavík,"Leiðhamrar 21, 112"
31459,0,1012361,112.0,Leiðhamrar,Leiðhömrum,22.0,,POINT (362869 407424),64.14216063,-21.81767493,22,Reykjavík,"Leiðhamrar 22, 112"
60714,0,1012362,112.0,Leiðhamrar,Leiðhömrum,23.0,,POINT (362796 407337),64.14135183,-21.81909323,23,Reykjavík,"Leiðhamrar 23, 112"
31460,0,1012363,112.0,Leiðhamrar,Leiðhömrum,24.0,,POINT (362837 407454),64.14241667,-21.81835903,24,Reykjavík,"Leiðhamrar 24, 112"
60715,0,1012364,112.0,Leiðhamrar,Leiðhömrum,25.0,,POINT (362798 407301),64.14103003,-21.81901923,25,Reykjavík,"Leiðhamrar 25, 112"
31461,0,1012365,112.0,Leiðhamrar,Leiðhömrum,26.0,,POINT (362822 407434),64.14223145,-21.81864853,26,Reykjavík,"Leiðhamrar 26, 112"
60716,0,1012366,112.0,Leiðhamrar,Leiðhömrum,27.0,,POINT (362774 407294),64.1409577,-21.81950528,27,Reykjavík,"Leiðhamrar 27, 112"
31462,0,1012367,112.0,Leiðhamrar,Leiðhömrum,28.0,,POINT (362817 407410),64.14201438,-21.81872915,28,Reykjavík,"Leiðhamrar 28, 112"
60717,0,1012368,112.0,Leiðhamrar,Leiðhömrum,29.0,,POINT (362764 407300),64.14100747,-21.81971597,29,Reykjavík,"Leiðhamrar 29, 112"
31449,0,1012342,112.0,Leiðhamrar,Leiðhömrum,3.0,,POINT (362911 407298),64.14104831,-21.8166978,3,Reykjavík,"Leiðhamrar 3, 112"
31463,0,1012369,112.0,Leiðhamrar,Leiðhömrum,30.0,,POINT (362815 407398),64.14190605,-21.81875921,30,Reykjavík,"Leiðhamrar 30, 112"
60718,0,1012370,112.0,Leiðhamrar,Leiðhömrum,31.0,,POINT (362744 407319),64.14116973,-21.82014375,31,Reykjavík,"Leiðhamrar 31, 112"
31464,0,1012371,112.0,Leiðhamrar,Leiðhömrum,32.0,,POINT (362808 407377),64.14171507,-21.81888362,32,Reykjavík,"Leiðhamrar 32, 112"
60719,0,1012372,112.0,Leiðhamrar,Leiðhömrum,33.0,,POINT (362765 407349),64.14144696,-21.81974032,33,Reykjavík,"Leiðhamrar 33, 112"
31465,0,1012373,112.0,Leiðhamrar,Leiðhömrum,34.0,,POINT (362807 407367),64.14162506,-21.81889498,34,Reykjavík,"Leiðhamrar 34, 112"
60720,0,1012374,112.0,Leiðhamrar,Leiðhömrum,35.0,,POINT (362751 407353),64.14147721,-21.82003126,35,Reykjavík,"Leiðhamrar 35, 112"
31466,0,1012375,112.0,Leiðhamrar,Leiðhömrum,36.0,,POINT (362772 407383),64.14175444,-21.81962782,36,Reykjavík,"Leiðhamrar 36, 112"
60721,0,1012376,112.0,Leiðhamrar,Leiðhömrum,37.0,,POINT (362730 407357),64.14150465,-21.82046584,37,Reykjavík,"Leiðhamrar 37, 112"
31467,0,1012377,112.0,Leiðhamrar,Leiðhömrum,38.0,,POINT (362775 407395),64.14186317,-21.81957726,38,Reykjavík,"Leiðhamrar 38, 112"
60722,0,1012378,112.0,Leiðhamrar,Leiðhömrum,39.0,,POINT (362718 407363),64.14155362,-21.82071757,39,Reykjavík,"Leiðhamrar 39, 112"
60705,0,1012343,112.0,Leiðhamrar,Leiðhömrum,4.0,,POINT (362962 407298),64.14106868,-21.81565132,4,Reykjavík,"Leiðhamrar 4, 112"
31468,0,1012379,112.0,Leiðhamrar,Leiðhömrum,40.0,,POINT (362780 407414),64.14203543,-21.81949206,40,Reykjavík,"Leiðhamrar 40, 112"
60723,0,1012380,112.0,Leiðhamrar,Leiðhömrum,42.0,,POINT (362784 407427),64.14215353,-21.81942188,42,Reykjavík,"Leiðhamrar 42, 112"
31469,0,1012381,112.0,Leiðhamrar,Leiðhömrum,44.0,,POINT (362806 407466),64.14251181,-21.81900615,44,Reykjavík,"Leiðhamrar 44, 112"
60724,0,1012382,112.0,Leiðhamrar,Leiðhömrum,46.0,,POINT (362766 407481),64.14263023,-21.8198407,46,Reykjavík,"Leiðhamrar 46, 112"
31470,0,1012383,112.0,Leiðhamrar,Leiðhömrum,48.0,,POINT (362750 407457),64.14240876,-21.82014704,48,Reykjavík,"Leiðhamrar 48, 112"
31450,0,1012344,112.0,Leiðhamrar,Leiðhömrum,5.0,,POINT (362886 407310),64.14114585,-21.81722177,5,Reykjavík,"Leiðhamrar 5, 112"
31471,0,1012384,112.0,Leiðhamrar,Leiðhömrum,50.0,,POINT (362747 407436),64.14221938,-21.82018937,50,Reykjavík,"Leiðhamrar 50, 112"
60725,0,1012385,112.0,Leiðhamrar,Leiðhömrum,52.0,,POINT (362744 407424),64.14211064,-21.82023994,52,Reykjavík,"Leiðhamrar 52, 112"
31472,0,1012386,112.0,Leiðhamrar,Leiðhömrum,54.0,,POINT (362737 407403),64.14191966,-21.82036434,54,Reykjavík,"Leiðhamrar 54, 112"
60726,0,1012387,112.0,Leiðhamrar,Leiðhömrum,56.0,,POINT (362736 407393),64.14182965,-21.8203757,56,Reykjavík,"Leiðhamrar 56, 112"
60706,0,1012345,112.0,Leiðhamrar,Leiðhömrum,6.0,,POINT (362947 407322),64.14127776,-21.81598106,6,Reykjavík,"Leiðhamrar 6, 112"
31451,0,1012346,112.0,Leiðhamrar,Leiðhömrum,7.0,,POINT (362876 407314),64.1411777,-21.81743062,7,Reykjavík,"Leiðhamrar 7, 112"
60707,0,1012347,112.0,Leiðhamrar,Leiðhömrum,8.0,,POINT (362932 407341),64.14144203,-21.81630623,8,Reykjavík,"Leiðhamrar 8, 112"
31452,0,1012348,112.0,Leiðhamrar,Leiðhömrum,9.0,,POINT (362878 407279),64.14086486,-21.81735755,9,Reykjavík,"Leiðhamrar 9, 112"
107001,0,1012463,105.0,Lerkihlíð,Lerkihlíð,11.0,,POINT (358744 405627),64.12438509,-21.90062239,11,Reykjavík,"Lerkihlíð 11, 105"
29588,0,1012464,105.0,Lerkihlíð,Lerkihlíð,13.0,,POINT (358745.611363636 405618.475),64.12430936,-21.90058133,13,Reykjavík,"Lerkihlíð 13, 105"
29589,0,1012465,105.0,Lerkihlíð,Lerkihlíð,15.0,,POINT (358745 405610),64.12423317,-21.90058588,15,Reykjavík,"Lerkihlíð 15, 105"
29590,0,1012466,105.0,Lerkihlíð,Lerkihlíð,17.0,,POINT (358745.168181818 405603),64.12417052,-21.90057584,17,Reykjavík,"Lerkihlíð 17, 105"
31653,0,1012455,105.0,Lerkihlíð,Lerkihlíð,2.0,,POINT (358695 405609),64.12420364,-21.90161022,2,Reykjavík,"Lerkihlíð 2, 105"
60908,0,1012456,105.0,Lerkihlíð,Lerkihlíð,3.0,,POINT (358696 405654),64.12460727,-21.9016321,3,Reykjavík,"Lerkihlíð 3, 105"
31654,0,1012457,105.0,Lerkihlíð,Lerkihlíð,4.0,,POINT (358695 405597),64.12409611,-21.90159892,4,Reykjavík,"Lerkihlíð 4, 105"
96452,0,1012458,105.0,Lerkihlíð,Lerkihlíð,5.0,,POINT (358712.475 405655.643181818),64.12462878,-21.90129581,5,Reykjavík,"Lerkihlíð 5, 105"
29584,0,1012459,105.0,Lerkihlíð,Lerkihlíð,6.0,,POINT (358714 405587),64.12401432,-21.9011999,6,Reykjavík,"Lerkihlíð 6, 105"
29585,0,1012460,105.0,Lerkihlíð,Lerkihlíð,7.0,,POINT (358720.475 405655),64.12462631,-21.90113116,7,Reykjavík,"Lerkihlíð 7, 105"
29586,0,1012461,105.0,Lerkihlíð,Lerkihlíð,8.0,,POINT (358742 405582),64.12398104,-21.90062104,8,Reykjavík,"Lerkihlíð 8, 105"
29587,0,1012462,105.0,Lerkihlíð,Lerkihlíð,9.0,,POINT (358741 405650),64.12458995,-21.90070557,9,Reykjavík,"Lerkihlíð 9, 105"
9019,0,1014845,105.0,Leynimýri,Leynimýri,2.0,,POINT (358308 405881),64.1264814,-21.90980273,2,Reykjavík,"Leynimýri 2, 105"
5473,0,1012531,101.0,Lindargata,Lindargötu,1.0,,POINT (357343.145454545 408326.063636364),64.14799051,-21.9319159,1,Reykjavík,"Lindargata 1, 101"
29596,0,1012482,101.0,Lindargata,Lindargötu,10.0,,POINT (357468.038636364 408235.961363636),64.14723508,-21.929267,10,Reykjavík,"Lindargata 10, 101"
29597,0,1012483,101.0,Lindargata,Lindargötu,11.0,,POINT (357459 408261),64.14745568,-21.92947632,11,Reykjavík,"Lindargata 11, 101"
62237,0,1012485,101.0,Lindargata,Lindargötu,12.0,,POINT (357481 408228),64.14716913,-21.92899342,12,Reykjavík,"Lindargata 12, 101"
29598,0,1012486,101.0,Lindargata,Lindargötu,13.0,,POINT (357474.038636364 408254.079545455),64.14739992,-21.9291611,13,Reykjavík,"Lindargata 13, 101"
62238,0,1012487,101.0,Lindargata,Lindargötu,14.0,,POINT (357492 408222),64.14711993,-21.92876197,14,Reykjavík,"Lindargata 14, 101"
29592,0,1012477,101.0,Lindargata,Lindargötu,2.0,,POINT (357343 408293),64.14769419,-21.93188739,2,Reykjavík,"Lindargata 2, 101"
29599,0,1012490,101.0,Lindargata,Lindargötu,20.0,,POINT (357539.006818182 408199.211363636),64.14693526,-21.92777561,20,Reykjavík,"Lindargata 20, 101"
62239,0,1012491,101.0,Lindargata,Lindargötu,21.0,,POINT (357540 408220),64.14712195,-21.927775,21,Reykjavík,"Lindargata 21, 101"
29600,0,1012493,101.0,Lindargata,Lindargötu,22.0,,POINT (357547 408178),64.14674852,-21.9275914,22A,Reykjavík,"Lindargata 22, 101"
62240,0,1012494,101.0,Lindargata,Lindargötu,23.0,,POINT (357550.8 408214.004545455),64.14707271,-21.92754766,23,Reykjavík,"Lindargata 23, 101"
29601,0,1012496,101.0,Lindargata,Lindargötu,24.0,,POINT (357555 408173),64.14670704,-21.92742247,24A,Reykjavík,"Lindargata 24, 101"
63231,0,1012497,101.0,Lindargata,Lindargötu,25.0,,POINT (357559.395454545 408210.402272727),64.147044,-21.92736784,25,Reykjavík,"Lindargata 25, 101"
26688,0,1012498,101.0,Lindargata,Lindargötu,26.0,,POINT (357567 408167),64.14665826,-21.92717051,26,Reykjavík,"Lindargata 26, 101"
65723,0,1012499,101.0,Lindargata,Lindargötu,27.0,,POINT (357585.581818182 408199.613636364),64.1469582,-21.92682018,27,Reykjavík,"Lindargata 27, 101"
26689,0,1012500,101.0,Lindargata,Lindargötu,28.0,,POINT (357588.238636364 408165.209090909),64.14665103,-21.92673295,28,Reykjavík,"Lindargata 28, 101"
71475,0,1108017,101.0,Lindargata,Lindargötu,31.0,,POINT (357617.2 408183.011363636),64.14682257,-21.92615553,31,Reykjavík,"Lindargata 31, 101"
35579,0,1108018,101.0,Lindargata,Lindargötu,33.0,,POINT (357636.406818182 408173.218181818),64.14674279,-21.92575206,33,Reykjavík,"Lindargata 33, 101"
63232,0,1012505,101.0,Lindargata,Lindargötu,34.0,,POINT (357612.397727 408161.804545),64.14663055,-21.92623392,34,Reykjavík,"Lindargata 34, 101"
4171,0,1128287,101.0,Lindargata,Lindargötu,35.0,,POINT (357672.761363636 408164.368181818),64.14667857,-21.92499758,35,Reykjavík,"Lindargata 35, 101"
4172,0,1128288,101.0,Lindargata,Lindargötu,37.0,,POINT (357696.031818182 408149.893181818),64.14655852,-21.92450628,37,Reykjavík,"Lindargata 37, 101"
4173,0,1128289,101.0,Lindargata,Lindargötu,39.0,,POINT (357725.445454545 408135.340909091),64.14644033,-21.92388883,39,Reykjavík,"Lindargata 39, 101"
63233,0,1125893,101.0,Lindargata,Lindargötu,42.0,,POINT (357656.804545455 408137.211363636),64.14642861,-21.92529924,42,Reykjavík,"Lindargata 42, 101"
26690,0,1012516,101.0,Lindargata,Lindargötu,44.0,,POINT (357678.2 408127.011363636),64.14634609,-21.92485048,44,Reykjavík,"Lindargata 44, 101"
65724,0,1125892,101.0,Lindargata,Lindargötu,46.0,1.0,POINT (357697.502272727 408115.243181818),64.14624865,-21.92444318,46,Reykjavík,"Lindargata 46, 101"
5475,0,1124358,101.0,Lindargata,Lindargötu,48.0,,POINT (357712 408097),64.1460912,-21.92412834,48,Reykjavík,"Lindargata 48, 101"
63234,0,1012522,101.0,Lindargata,Lindargötu,50.0,,POINT (357728 408072),64.14587383,-21.92377625,50,Reykjavík,"Lindargata 50, 101"
26691,0,1012523,101.0,Lindargata,Lindargötu,51.0,,POINT (357760.897727273 408093.879545455),64.14608352,-21.92312192,51,Reykjavík,"Lindargata 51, 101"
26692,0,1012525,101.0,Lindargata,Lindargötu,52.0,,POINT (357745 408061),64.14578231,-21.92341694,52,Reykjavík,"Lindargata 52, 101"
63236,0,1012526,101.0,Lindargata,Lindargötu,54.0,,POINT (357757 408051),64.14569768,-21.92316119,54,Reykjavík,"Lindargata 54, 101"
26693,0,1012527,101.0,Lindargata,Lindargötu,56.0,,POINT (357773 408045),64.14565055,-21.92282715,56,Reykjavík,"Lindargata 56, 101"
18647,0,1085400,101.0,Lindargata,Lindargötu,57.0,,POINT (357838 408067),64.14587462,-21.92151415,57,Reykjavík,"Lindargata 57, 101"
63237,0,1012528,101.0,Lindargata,Lindargötu,58.0,,POINT (357784 408037),64.14558343,-21.92259382,58,Reykjavík,"Lindargata 58, 101"
54812,0,1085401,101.0,Lindargata,Lindargötu,59.0,,POINT (357867 408065),64.14586872,-21.92091714,59,Reykjavík,"Lindargata 59, 101"
29593,0,1012478,101.0,Lindargata,Lindargötu,6.0,,POINT (357432.961363636 408251.7),64.14736153,-21.93000184,6,Reykjavík,"Lindargata 6, 101"
26694,0,1012529,101.0,Lindargata,Lindargötu,60.0,,POINT (357802 408026),64.14549233,-21.922214,60,Reykjavík,"Lindargata 60, 101"
18648,0,1085402,101.0,Lindargata,Lindargötu,61.0,,POINT (357880.636363636 408041.570454545),64.14566443,-21.92061507,61,Reykjavík,"Lindargata 61, 101"
63238,0,1012530,101.0,Lindargata,Lindargötu,62.0,,POINT (357812 408017),64.14541583,-21.92200025,62,Reykjavík,"Lindargata 62, 101"
54813,0,1085403,101.0,Lindargata,Lindargötu,64.0,,POINT (357823 408000),64.14526806,-21.92175838,64,Reykjavík,"Lindargata 64, 101"
18649,0,1085404,101.0,Lindargata,Lindargötu,66.0,,POINT (357850 408005),64.14532405,-21.92120906,66,Reykjavík,"Lindargata 66, 101"
29594,0,1012479,101.0,Lindargata,Lindargötu,7.0,,POINT (357422 408284),64.14764639,-21.93025754,7,Reykjavík,"Lindargata 7, 101"
29595,0,1012480,101.0,Lindargata,Lindargötu,9.0,,POINT (357446 408271),64.14753988,-21.92975263,9,Reykjavík,"Lindargata 9, 101"
63239,0,1012534,109.0,Lindarsel,Lindarseli,1.0,,POINT (361421 402035),64.09328849,-21.84241216,1,Reykjavík,"Lindarsel 1, 109"
63243,0,1012543,109.0,Lindarsel,Lindarseli,10.0,,POINT (361349 402146),64.09425411,-21.84398933,10,Reykjavík,"Lindarsel 10, 109"
26701,0,1012544,109.0,Lindarsel,Lindarseli,11.0,,POINT (361340 402102),64.0938562,-21.84413311,11,Reykjavík,"Lindarsel 11, 109"
63244,0,1012545,109.0,Lindarsel,Lindarseli,12.0,,POINT (361321 402160),64.09436827,-21.8445758,12,Reykjavík,"Lindarsel 12, 109"
26702,0,1012546,109.0,Lindarsel,Lindarseli,13.0,,POINT (361324 402113),64.09394832,-21.844471,13,Reykjavík,"Lindarsel 13, 109"
63245,0,1012547,109.0,Lindarsel,Lindarseli,15.0,,POINT (361299 402129),64.0940816,-21.84499786,15,Reykjavík,"Lindarsel 15, 109"
26696,0,1012535,109.0,Lindarsel,Lindarseli,2.0,,POINT (361432 402092),64.0938037,-21.84223938,2,Reykjavík,"Lindarsel 2, 109"
63240,0,1012536,109.0,Lindarsel,Lindarseli,3.0,,POINT (361407 402052),64.09343518,-21.8427146,3,Reykjavík,"Lindarsel 3, 109"
26697,0,1012537,109.0,Lindarsel,Lindarseli,4.0,,POINT (361413 402107),64.09393045,-21.84264239,4,Reykjavík,"Lindarsel 4, 109"
63241,0,1012538,109.0,Lindarsel,Lindarseli,5.0,,POINT (361390 402065),64.09354482,-21.84307481,5,Reykjavík,"Lindarsel 5, 109"
26698,0,1012539,109.0,Lindarsel,Lindarseli,6.0,,POINT (361390 402122),64.09405559,-21.84312735,6,Reykjavík,"Lindarsel 6, 109"
26699,0,1012540,109.0,Lindarsel,Lindarseli,7.0,,POINT (361374 402078),64.09365486,-21.84341453,7,Reykjavík,"Lindarsel 7, 109"
63242,0,1012541,109.0,Lindarsel,Lindarseli,8.0,,POINT (361371 402134),64.09415546,-21.84352761,8,Reykjavík,"Lindarsel 8, 109"
26700,0,1012542,109.0,Lindarsel,Lindarseli,9.0,,POINT (361358 402090),64.09375593,-21.84375334,9,Reykjavík,"Lindarsel 9, 109"
2178,0,1137031,110.0,Lindarvað,Lindarvaði,1.0,,POINT (364882 402631),64.10000746,-21.77205095,1,Reykjavík,"Lindarvað 1, 110"
63991,0,1125847,110.0,Lindarvað,Lindarvaði,10.0,,POINT (364851 402677),64.1004075,-21.77272749,10,Reykjavík,"Lindarvað 10, 110"
59670,0,1137036,110.0,Lindarvað,Lindarvaði,11.0,,POINT (364811.727272727 402644.493181818),64.10010074,-21.77350294,11,Reykjavík,"Lindarvað 11, 110"
63993,0,1125848,110.0,Lindarvað,Lindarvaði,12.0,,POINT (364837 402680),64.10042887,-21.77301704,12,Reykjavík,"Lindarvað 12, 110"
2182,0,1137037,110.0,Lindarvað,Lindarvaði,13.0,,POINT (364798.052272727 402651.427272727),64.1001575,-21.77378937,13,Reykjavík,"Lindarvað 13, 110"
3747,0,1125849,110.0,Lindarvað,Lindarvaði,14.0,,POINT (364824 402687),64.10048649,-21.77328971,14,Reykjavík,"Lindarvað 14, 110"
3603,0,1123127,110.0,Lindarvað,Lindarvaði,15.0,,POINT (364777 402666),64.10027981,-21.77423383,15,Reykjavík,"Lindarvað 15, 110"
3735,0,1123128,110.0,Lindarvað,Lindarvaði,17.0,,POINT (364765 402678),64.10038262,-21.77449051,17,Reykjavík,"Lindarvað 17, 110"
3739,0,1123129,110.0,Lindarvað,Lindarvaði,19.0,,POINT (364756 402689),64.10047765,-21.77468481,19,Reykjavík,"Lindarvað 19, 110"
63986,0,1125843,110.0,Lindarvað,Lindarvaði,2.0,,POINT (364907 402680),64.1004564,-21.77158276,2,Reykjavík,"Lindarvað 2, 110"
56415,0,1123130,110.0,Lindarvað,Lindarvaði,21.0,,POINT (364748 402701),64.10058204,-21.77485953,21,Reykjavík,"Lindarvað 21, 110"
2179,0,1137032,110.0,Lindarvað,Lindarvaði,3.0,,POINT (364869.479545455 402630.309090909),64.09999635,-21.77230686,3,Reykjavík,"Lindarvað 3, 110"
3740,0,1125844,110.0,Lindarvað,Lindarvaði,4.0,,POINT (364894 402677),64.1004244,-21.77184643,4,Reykjavík,"Lindarvað 4, 110"
59669,0,1137033,110.0,Lindarvað,Lindarvaði,5.0,,POINT (364854.584090909 402632.552272727),64.10001059,-21.77261408,5,Reykjavík,"Lindarvað 5, 110"
63987,0,1125845,110.0,Lindarvað,Lindarvaði,6.0,,POINT (364880 402675),64.10040098,-21.77213149,6,Reykjavík,"Lindarvað 6, 110"
2180,0,1137034,110.0,Lindarvað,Lindarvaði,7.0,,POINT (364840.138636364 402635.152272727),64.10002821,-21.7729124,7,Reykjavík,"Lindarvað 7, 110"
3741,0,1125846,110.0,Lindarvað,Lindarvaði,8.0,,POINT (364865 402676),64.10040404,-21.77243973,8,Reykjavík,"Lindarvað 8, 110"
2181,0,1137035,110.0,Lindarvað,Lindarvaði,9.0,,POINT (364825.5 402639.1),64.10005783,-21.77321589,9,Reykjavík,"Lindarvað 9, 110"
79521,0,1010960,103.0,Listabraut,Listabraut,3.0,,POINT (358969 406139),64.12906541,-21.89648998,3,Reykjavík,"Listabraut 3, 103"
70274,0,1009401,103.0,Listabraut,Listabraut,5.0,,POINT (359354.446388 405922.875137),64.12728694,-21.88838205,5,Reykjavík,"Listabraut 5, 103"
35188,0,1009402,103.0,Listabraut,Listabraut,7.0,,POINT (359370.233185 405915.995974),64.12723176,-21.88805185,7,Reykjavík,"Listabraut 7, 103"
70275,0,1009403,103.0,Listabraut,Listabraut,9.0,,POINT (359386.293385 405908.578826),64.12717188,-21.88771553,9,Reykjavík,"Listabraut 9, 103"
26703,0,1012548,108.0,Litlagerði,Litlagerði,1.0,,POINT (360763 405260),64.12192122,-21.85887956,1,Reykjavík,"Litlagerði 1, 108"
31874,0,1012557,108.0,Litlagerði,Litlagerði,10.0,,POINT (360824 405229),64.12166816,-21.85760004,10,Reykjavík,"Litlagerði 10, 108"
61245,0,1012558,108.0,Litlagerði,Litlagerði,11.0,,POINT (360861.302272727 405261.347727273),64.12197315,-21.85686517,11,Reykjavík,"Litlagerði 11, 108"
31875,0,1012559,108.0,Litlagerði,Litlagerði,12.0,,POINT (360843 405228),64.1216669,-21.85720953,12,Reykjavík,"Litlagerði 12, 108"
107157,0,1012560,108.0,Litlagerði,Litlagerði,14.0,,POINT (360863 405229),64.12168397,-21.85680037,14,Reykjavík,"Litlagerði 14, 108"
63246,0,1012549,108.0,Litlagerði,Litlagerði,2.0,,POINT (360732 405240),64.12172943,-21.85949664,2,Reykjavík,"Litlagerði 2, 108"
26704,0,1012550,108.0,Litlagerði,Litlagerði,3.0,,POINT (360783 405260),64.12192933,-21.85846948,3,Reykjavík,"Litlagerði 3, 108"
63247,0,1012551,108.0,Litlagerði,Litlagerði,4.0,,POINT (360753.325 405227.070454545),64.12162222,-21.85904739,4,Reykjavík,"Litlagerði 4, 108"
61242,0,1012552,108.0,Litlagerði,Litlagerði,5.0,,POINT (360803 405260),64.12193744,-21.85805938,5,Reykjavík,"Litlagerði 5, 108"
31872,0,1012553,108.0,Litlagerði,Litlagerði,6.0,,POINT (360784 405229),64.12165195,-21.85842021,6,Reykjavík,"Litlagerði 6, 108"
61243,0,1012554,108.0,Litlagerði,Litlagerði,7.0,,POINT (360821 405259),64.12193577,-21.85768938,7,Reykjavík,"Litlagerði 7, 108"
31873,0,1012555,108.0,Litlagerði,Litlagerði,8.0,,POINT (360804 405230),64.12166902,-21.85801105,8,Reykjavík,"Litlagerði 8, 108"
61244,0,1012556,108.0,Litlagerði,Litlagerði,9.0,,POINT (360843 405260),64.12195365,-21.8572392,9,Reykjavík,"Litlagerði 9, 108"
61246,0,1012561,109.0,Ljárskógar,Ljárskógum,1.0,,POINT (361714 403209),64.10392664,-21.83749058,1,Reykjavík,"Ljárskógar 1, 109"
31880,0,1012570,109.0,Ljárskógar,Ljárskógum,10.0,,POINT (361645 403196),64.10378237,-21.83889252,10,Reykjavík,"Ljárskógar 10, 109"
61251,0,1012571,109.0,Ljárskógar,Ljárskógum,11.0,,POINT (361689 403142),64.1033162,-21.83794119,11,Reykjavík,"Ljárskógar 11, 109"
31881,0,1012572,109.0,Ljárskógar,Ljárskógum,12.0,,POINT (361625 403216),64.10395354,-21.83932077,12,Reykjavík,"Ljárskógar 12, 109"
61252,0,1012573,109.0,Ljárskógar,Ljárskógum,13.0,,POINT (361651 403123),64.10313064,-21.83870236,13,Reykjavík,"Ljárskógar 13, 109"
31882,0,1012574,109.0,Ljárskógar,Ljárskógum,14.0,,POINT (361600 403196),64.10376425,-21.83981463,14,Reykjavík,"Ljárskógar 14, 109"
61253,0,1012575,109.0,Ljárskógar,Ljárskógum,15.0,,POINT (361630 403148),64.10334621,-21.83915569,15,Reykjavík,"Ljárskógar 15, 109"
31883,0,1012576,109.0,Ljárskógar,Ljárskógum,16.0,,POINT (361615 403172),64.10355523,-21.83948516,16,Reykjavík,"Ljárskógar 16, 109"
61254,0,1012577,109.0,Ljárskógar,Ljárskógum,17.0,,POINT (361617 403123),64.10311695,-21.83939905,17,Reykjavík,"Ljárskógar 17, 109"
31884,0,1012578,109.0,Ljárskógar,Ljárskógum,18.0,,POINT (361586 403159),64.10342705,-21.84006742,18,Reykjavík,"Ljárskógar 18, 109"
61255,0,1012579,109.0,Ljárskógar,Ljárskógum,19.0,,POINT (361590 403108),64.10297166,-21.83993848,19,Reykjavík,"Ljárskógar 19, 109"
31876,0,1012562,109.0,Ljárskógar,Ljárskógum,2.0,,POINT (361697 403239),64.10418863,-21.83786655,2,Reykjavík,"Ljárskógar 2, 109"
31885,0,1012580,109.0,Ljárskógar,Ljárskógum,20.0,,POINT (361563 403139),64.10323857,-21.84052029,20,Reykjavík,"Ljárskógar 20, 109"
61256,0,1012581,109.0,Ljárskógar,Ljárskógum,21.0,,POINT (361569 403095),64.10284671,-21.84035681,21,Reykjavík,"Ljárskógar 21, 109"
31886,0,1012582,109.0,Ljárskógar,Ljárskógum,22.0,,POINT (361543 403120),64.10306025,-21.8409126,22,Reykjavík,"Ljárskógar 22, 109"
61257,0,1012583,109.0,Ljárskógar,Ljárskógum,23.0,,POINT (361549 403073),64.10264151,-21.84074635,23,Reykjavík,"Ljárskógar 23, 109"
31887,0,1012584,109.0,Ljárskógar,Ljárskógum,24.0,,POINT (361515 403106),64.10292352,-21.84147344,24,Reykjavík,"Ljárskógar 24, 109"
61258,0,1012585,109.0,Ljárskógar,Ljárskógum,25.0,,POINT (361526 403057),64.10248886,-21.84120289,25,Reykjavík,"Ljárskógar 25, 109"
31888,0,1012586,109.0,Ljárskógar,Ljárskógum,26.0,,POINT (361498 403083),64.10271056,-21.84180058,26,Reykjavík,"Ljárskógar 26, 109"
31889,0,1012587,109.0,Ljárskógar,Ljárskógum,27.0,,POINT (361499 403042),64.10234357,-21.8417423,27,Reykjavík,"Ljárskógar 27, 109"
